ID	nc	gene	tot	support_cov	support_VAF	perc_cov	perc_VAF	cv
1076400	Indels	ATM	8	6	1	0.75	0.125	Pathogenic
1078553	[1, 5] mismatches	AGRN	8	5	1	0.625	0.125	Other
1078822	[1, 5] mismatches	PRIMA1	8	8	2	1	0.25	Other
1079236	> 5 mismatches | Indels	ABCA7	5	0	4	0	0.8	Other
1080351	[1, 5] mismatches	TP53	9	6	1	0.666666666666667	0.111111111111111	Other
1081258	Indels	NDUFAF5	4	3	2	0.75	0.5	Other
1083163	[1, 5] mismatches	RB1	6	6	1	1	0.166666666666667	Other
1083365	[1, 5] mismatches	MLH1	5	2	3	0.4	0.6	Other
1083713	[1, 5] mismatches	TP53	7	2	4	0.285714285714286	0.571428571428571	Other
1083938	[1, 5] mismatches	NEB	5	0	5	0	1	Other
1084530	Indels	ATM	4	1	3	0.25	0.75	Other
1085001	[1, 5] mismatches	BRCA2	5	3	1	0.6	0.2	Other
1085452	Other	FANCA	7	5	2	0.714285714285714	0.285714285714286	Other
1086703	Indels	TTN	7	4	3	0.571428571428571	0.428571428571429	Other
1089536	[1, 5] mismatches	NEB	4	0	4	0	1	Other
1089974	> 5 mismatches | Indels	DOCK8	6	0	5	0	0.833333333333333	Other
1091037	Other	ENPP1	11	2	11	0.181818181818182	1	Other
1091346	[1, 5] mismatches	FANCA	11	6	1	0.545454545454545	0.0909090909090909	Other
1091738	> 5 mismatches | Indels	COL5A1	7	0	6	0	0.857142857142857	Other
1091781	Indels	ATM	7	4	1	0.571428571428571	0.142857142857143	Other
1093438	[1, 5] mismatches	CSF2RA	7	1	5	0.142857142857143	0.714285714285714	Other
1093628	[1, 5] mismatches	PMS2	4	3	1	0.75	0.25	Other
1094595	[1, 5] mismatches	CBS	5	5	1	1	0.2	Other
1096501	> 5 mismatches | Indels	TP53	5	0	3	0	0.6	Other
1098457	[1, 5] mismatches	F5	10	9	0	0.9	0	Uncertain significance
1098603	[1, 5] mismatches	FOXP1	4	4	0	1	0	Uncertain significance
1099745	Indels	UNC93B1	4	3	0	0.75	0	Other
1100320	Indels	NPC1	4	0	3	0	0.75	Other
1100379	Indels	RB1	4	1	3	0.25	0.75	Other
1101533	Indels	MSH2	9	2	6	0.222222222222222	0.666666666666667	Other
1102618	[1, 5] mismatches	NEB	4	0	4	0	1	Other
1104686	[1, 5] mismatches	BRCA2	5	3	2	0.6	0.4	Other
1105234	Other	TP53	7	5	4	0.714285714285714	0.571428571428571	Other
1108206	Indels	KIF7	7	1	7	0.142857142857143	1	Other
1112833	[1, 5] mismatches	ALG1	5	1	4	0.2	0.8	Other
1113060	Indels	MED13L	6	4	5	0.666666666666667	0.833333333333333	Other
1113209	[1, 5] mismatches	NEB	6	0	6	0	1	Other
1116262	> 5 mismatches | Indels	BRCA1	8	7	1	0.875	0.125	Other
1117822	Indels	RB1	5	3	1	0.6	0.2	Other
1118480	Indels	RB1	5	3	0	0.6	0	Other
1120081	Indels	ADAMTSL4	4	4	0	1	0	Likely pathogenic
1120356	Indels	HPS3	12	5	8	0.416666666666667	0.666666666666667	Other
1122036	[1, 5] mismatches	PRODH	4	4	0	1	0	Other
1122375	[1, 5] mismatches	BRCA1	5	5	1	1	0.2	Other
1123172	Indels	BEST1	6	6	0	1	0	Other
1123581	[1, 5] mismatches	ICOSLG	5	5	0	1	0	Other
1123871	Indels	RBM20	4	4	1	1	0.25	Other
1125687	[1, 5] mismatches	NEB	6	0	6	0	1	Other
1126030	[1, 5] mismatches	TP53	5	3	1	0.6	0.2	Other
1127024	[1, 5] mismatches	RB1	6	6	0	1	0	Other
1128833	Indels	AGRN	4	0	3	0	0.75	Other
1130704	[1, 5] mismatches	PRIMA1	13	12	5	0.923076923076923	0.384615384615385	Other
1130845	Indels	NDUFAF5	4	3	2	0.75	0.5	Other
1132395	[1, 5] mismatches	CIB2	5	0	5	0	1	Other
1133107	Indels	CD8A	4	4	1	1	0.25	Other
1133298	Indels	NDUFAF5	4	3	2	0.75	0.5	Other
1137271	[1, 5] mismatches	RPS26	4	1	4	0.25	1	Other
1138326	[1, 5] mismatches	NEB	4	4	1	1	0.25	Other
1138579	[1, 5] mismatches	SDHA	4	4	0	1	0	Other
1139935	Indels	RB1	7	5	3	0.714285714285714	0.428571428571429	Other
1139967	[1, 5] mismatches	SLC9A3	4	3	1	0.75	0.25	Other
1140759	[1, 5] mismatches	USH1C	7	4	0	0.571428571428571	0	Other
1141290	Other	PMM2	5	0	4	0	0.8	Other
1141544	Indels	MET	5	0	4	0	0.8	Other
1143042	[1, 5] mismatches	BCKDHA	4	0	4	0	1	Other
1143319	Indels	NDUFAF5	4	3	2	0.75	0.5	Other
1144206	Indels	ADGRV1	4	1	3	0.25	0.75	Other
1144498	[1, 5] mismatches	BRCA1	4	3	0	0.75	0	Other
1144556	Indels	NPC1	4	0	3	0	0.75	Other
1144646	Other	TP53	6	6	2	1	0.333333333333333	Other
1144950	[1, 5] mismatches	TP53	9	6	1	0.666666666666667	0.111111111111111	Other
11464	[1, 5] mismatches	IKBKG	6	2	4	0.333333333333333	0.666666666666667	Pathogenic
11469	[1, 5] mismatches	IKBKG	4	0	4	0	1	Pathogenic
1148522	Indels	UNC93B1	7	6	1	0.857142857142857	0.142857142857143	Other
1148797	Indels	BEST1	6	6	0	1	0	Other
1148817	[1, 5] mismatches	INPP5E	4	3	1	0.75	0.25	Other
1149242	[1, 5] mismatches	FANCA	5	1	3	0.2	0.6	Other
1149877	Indels	ADGRV1	5	1	3	0.2	0.6	Other
1150230	Indels	NDUFAF5	4	3	2	0.75	0.5	Other
1150335	Indels	MED13L	8	5	5	0.625	0.625	Benign
1150561	Indels	MSH2	4	0	3	0	0.75	Other
1151420	[1, 5] mismatches	PMS2	4	3	0	0.75	0	Other
1152293	[1, 5] mismatches	GRHPR	7	4	1	0.571428571428571	0.142857142857143	Other
1152727	[1, 5] mismatches	ADGRA3	4	0	4	0	1	Other
1155952	Other	COL5A2	5	0	5	0	1	Other
1156518	[1, 5] mismatches	OAS1	7	0	4	0	0.571428571428571	Benign
1157790	Indels	KIF7	7	1	7	0.142857142857143	1	Other
1160904	Other	FANCA	7	4	3	0.571428571428571	0.428571428571429	Other
1161319	Indels	LEFTY2	4	3	0	0.75	0	Other
1164169	[1, 5] mismatches	PROC	16	2	11	0.125	0.6875	Benign
1164200	Allele swapping	HFE	10	1	7	0.1	0.7	Benign
1164202	[1, 5] mismatches	PRODH	4	4	0	1	0	Benign
1164218	Other	RECQL	8	5	5	0.625	0.625	Benign
1164220	Other	P3H2	4	4	1	1	0.25	Benign
1164247	Allele swapping	BFSP2	13	0	8	0	0.615384615384615	Benign
1164298	[1, 5] mismatches	ACER3	8	1	5	0.125	0.625	Benign
1164299	[1, 5] mismatches	ACER3	7	1	5	0.142857142857143	0.714285714285714	Benign
1164334	Other	P3H2	4	4	1	1	0.25	Benign
1164338	[1, 5] mismatches	PALLD	10	0	8	0	0.8	Benign
1164340	Allele swapping	MORC2	6	0	4	0	0.666666666666667	Benign
1164347	[1, 5] mismatches	WNK1	10	3	6	0.3	0.6	Benign
1164352	Allele swapping	FCHO1	9	0	7	0	0.777777777777778	Benign
1164518	Allele swapping	RPS20	18	3	11	0.166666666666667	0.611111111111111	Benign
1164520	Allele swapping	TAF2	5	0	3	0	0.6	Benign
1164603	[1, 5] mismatches	GFAP	8	1	6	0.125	0.75	Benign
1164694	Allele swapping	IL12RB2	9	0	5	0	0.555555555555556	Benign
1164695	Allele swapping	COG2	5	0	4	0	0.8	Benign
1164722	Allele swapping	PLXNA2	6	0	4	0	0.666666666666667	Benign
1164811	Allele swapping	CEP83	6	0	5	0	0.833333333333333	Benign
1164812	Allele swapping	CXCR2	8	0	5	0	0.625	Benign
1164875	Allele swapping	RUVBL1	6	0	6	0	1	Benign
1164902	Allele swapping	TFRC	13	3	9	0.230769230769231	0.692307692307692	Benign
1164950	[1, 5] mismatches	C3	10	3	6	0.3	0.6	Benign
1164952	[1, 5] mismatches	CSF2RB	8	0	6	0	0.75	Benign
1164953	[1, 5] mismatches	P3H2	4	3	4	0.75	1	Benign
1164959	[1, 5] mismatches	CLCN2	10	4	8	0.4	0.8	Benign
1164960	Allele swapping	CLCN2	9	1	7	0.111111111111111	0.777777777777778	Benign
1164991	Allele swapping	OSGEP	7	1	4	0.142857142857143	0.571428571428571	Benign
1165038	> 5 mismatches | Indels	CTSB	12	0	8	0	0.666666666666667	Benign
1165047	Allele swapping	EED	12	0	9	0	0.75	Benign
1165073	Allele swapping	OSGEP	9	0	6	0	0.666666666666667	Benign
1165074	Allele swapping	SI	5	1	3	0.2	0.6	Benign
1165081	> 5 mismatches | Indels	CTSB	9	0	7	0	0.777777777777778	Benign
1165123	Allele swapping	PRPF3	5	0	5	0	1	Benign
1165128	[1, 5] mismatches	OPTN	5	0	4	0	0.8	Benign
1165129	Allele swapping	OPTN	5	3	2	0.6	0.4	Benign
1165135	[1, 5] mismatches	TAF2	4	1	3	0.25	0.75	Benign
1165169	[1, 5] mismatches	PRDM12	8	1	7	0.125	0.875	Benign
1165173	Allele swapping	ERCC6L2	7	0	6	0	0.857142857142857	Benign
1165175	Allele swapping	COL27A1	11	1	6	0.0909090909090909	0.545454545454545	Benign
1165176	Allele swapping	COL27A1	8	1	6	0.125	0.75	Benign
1165252	Allele swapping	CYP2R1	4	0	3	0	0.75	Benign
1165272	[1, 5] mismatches	APOL1	7	0	6	0	0.857142857142857	Benign
1165287	[1, 5] mismatches	ACER3	8	1	5	0.125	0.625	Benign
1165290	Other	CEP250	5	0	3	0	0.6	Benign
1165353	[1, 5] mismatches	OSGEP	8	1	5	0.125	0.625	Benign
1165411	Allele swapping	RNF43	4	0	4	0	1	Benign
1165622	Allele swapping	KIZ	4	4	2	1	0.5	Benign
1165629	Allele swapping	CARMIL2	4	0	3	0	0.75	Benign
1165658	Allele swapping	KCNJ6	7	1	5	0.142857142857143	0.714285714285714	Benign
1165742	Indels	HPS3	12	5	8	0.416666666666667	0.666666666666667	Benign
1165798	Allele swapping	ZNF341	10	2	7	0.2	0.7	Benign
1165947	[1, 5] mismatches	FN1	11	0	9	0	0.818181818181818	Benign
1165962	Indels	NDUFAF5	4	3	2	0.75	0.5	Benign
1166016	Allele swapping	SLC40A1	5	5	1	1	0.2	Benign
1166102	Allele swapping	ANO3	8	2	5	0.25	0.625	Benign
1166113	[1, 5] mismatches	CRB2	7	0	6	0	0.857142857142857	Benign
1166114	[1, 5] mismatches	CRB2	8	1	6	0.125	0.75	Benign
1166116	Allele swapping	CRB2	6	1	4	0.166666666666667	0.666666666666667	Benign
1166218	[1, 5] mismatches	TUBGCP6	6	0	5	0	0.833333333333333	Benign
1166219	[1, 5] mismatches	TUBGCP6	8	0	6	0	0.75	Benign
1166266	Allele swapping	GRHL3	10	0	7	0	0.7	Benign
1166341	Allele swapping	ANO3	5	0	4	0	0.8	Benign
1166425	Allele swapping	EFL1	7	0	4	0	0.571428571428571	Benign
1166517	[1, 5] mismatches	EMC1	9	2	7	0.222222222222222	0.777777777777778	Benign
1166518	Allele swapping	EMC1	8	0	6	0	0.75	Benign
1166519	[1, 5] mismatches	PLA2G5	6	0	4	0	0.666666666666667	Benign
1166551	Allele swapping	TTC37	6	0	6	0	1	Benign
1166553	Allele swapping	TTC37	5	0	4	0	0.8	Benign
1166822	> 5 mismatches | Indels	RYR3	9	5	6	0.555555555555556	0.666666666666667	Benign
1166825	Allele swapping	SCLT1	7	1	5	0.142857142857143	0.714285714285714	Benign
1166826	Allele swapping	SCLT1	5	0	4	0	0.8	Benign
1166828	Indels	LRBA	6	1	6	0.166666666666667	1	Benign
1166851	[1, 5] mismatches	DDX58	12	2	10	0.166666666666667	0.833333333333333	Benign
1166856	[1, 5] mismatches	LAMA1	4	0	3	0	0.75	Benign
1166860	[1, 5] mismatches	C5	10	0	6	0	0.6	Benign
1166861	Allele swapping	TONSL	7	0	5	0	0.714285714285714	Benign
1166881	[1, 5] mismatches	IRF7	6	0	4	0	0.666666666666667	Benign
1166883	[1, 5] mismatches	TPP2	9	0	8	0	0.888888888888889	Benign
1166903	Indels	KDM6A	13	13	0	1	0	Benign
1166928	Allele swapping	CARD8	12	0	10	0	0.833333333333333	Benign
1166930	Allele swapping	NBAS	7	0	7	0	1	Benign
1166960	Indels	NUBPL	7	3	4	0.428571428571429	0.571428571428571	Benign
1166969	Allele swapping	AMPD2	10	0	8	0	0.8	Benign
1166977	Allele swapping	KIAA1549	7	2	5	0.285714285714286	0.714285714285714	Benign
1166984	> 5 mismatches | Indels	CTSB	7	0	5	0	0.714285714285714	Benign
1167007	Allele swapping	CCDC88A	9	0	8	0	0.888888888888889	Benign
1167022	[1, 5] mismatches	TONSL	7	0	5	0	0.714285714285714	Benign
1167054	[1, 5] mismatches	ERLIN1	8	0	6	0	0.75	Benign
1167055	[1, 5] mismatches	FLRT1	6	0	4	0	0.666666666666667	Benign
1167056	Allele swapping	FLRT1	10	1	7	0.1	0.7	Benign
1167057	[1, 5] mismatches	FLRT1	7	1	4	0.142857142857143	0.571428571428571	Benign
1167064	Indels	CRAT	13	0	9	0	0.692307692307692	Benign
1167175	Indels	PGAP1	4	1	4	0.25	1	Benign
1167197	Allele swapping	RGR	6	0	6	0	1	Benign
1167211	Allele swapping	RNF125	8	0	7	0	0.875	Benign
1167216	[1, 5] mismatches	OAS1	9	1	5	0.111111111111111	0.555555555555556	Benign
1167286	Allele swapping	EFL1	6	0	4	0	0.666666666666667	Benign
1167324	Allele swapping	DHX38	11	1	7	0.0909090909090909	0.636363636363636	Benign
1167325	Allele swapping	DHX38	10	0	6	0	0.6	Benign
1167326	Allele swapping	DHX38	11	1	6	0.0909090909090909	0.545454545454545	Benign
1167399	Allele swapping	CARD14	9	0	7	0	0.777777777777778	Benign
1167400	Allele swapping	CARD14	5	0	3	0	0.6	Benign
1167537	Allele swapping	CHEK2	4	0	3	0	0.75	Benign
1167539	[1, 5] mismatches	ANO3	11	3	7	0.272727272727273	0.636363636363636	Benign
1167603	Allele swapping	FAM20C	9	0	6	0	0.666666666666667	Benign
1167604	[1, 5] mismatches	BRAT1	9	6	5	0.666666666666667	0.555555555555556	Benign
1167645	Other	DMD	5	0	5	0	1	Benign
1167680	Allele swapping	MED13L	5	0	4	0	0.8	Benign
1167689	Allele swapping	CHSY1	5	0	4	0	0.8	Benign
1167693	Allele swapping	TAOK2	13	6	8	0.461538461538462	0.615384615384615	Benign
1167797	Allele swapping	C1QC	11	0	11	0	1	Benign
1167874	Allele swapping	CEP104	5	0	4	0	0.8	Benign
1167920	Allele swapping	CCDC88A	7	0	4	0	0.571428571428571	Benign
1167922	Allele swapping	POLR1A	5	0	3	0	0.6	Benign
1167955	Allele swapping	GABBR2	8	0	7	0	0.875	Benign
1167963	> 5 mismatches | Indels	PDE2A	5	1	5	0.2	1	Benign
1167972	[1, 5] mismatches	RNF43	13	4	10	0.307692307692308	0.769230769230769	Benign
1167996	Indels	KIAA0586	9	1	6	0.111111111111111	0.666666666666667	Benign
1168067	Allele swapping	CLCN2	7	1	6	0.142857142857143	0.857142857142857	Benign
1168074	Allele swapping	WDR1	6	0	5	0	0.833333333333333	Benign
1168081	Allele swapping	DNASE2	11	0	9	0	0.818181818181818	Benign
1168109	[1, 5] mismatches	FASN	8	0	5	0	0.625	Benign
1168118	Allele swapping	DDX58	10	0	6	0	0.6	Benign
1168128	Allele swapping	IL17RC	25	7	16	0.28	0.64	Benign
1168145	[1, 5] mismatches	LAMA1	4	0	3	0	0.75	Benign
1168157	Allele swapping	DELE1	4	2	3	0.5	0.75	Benign
1168158	[1, 5] mismatches	PCDH12	8	1	6	0.125	0.75	Benign
1168159	[1, 5] mismatches	PCDH12	9	0	6	0	0.666666666666667	Benign
1168161	[1, 5] mismatches	PCDH12	8	1	6	0.125	0.75	Benign
1168168	Allele swapping	TPP2	7	0	6	0	0.857142857142857	Benign
1168189	[1, 5] mismatches	OSGEP	9	0	6	0	0.666666666666667	Benign
1168224	[1, 5] mismatches	P3H2	4	3	4	0.75	1	Benign
1168227	Allele swapping	TFRC	13	0	7	0	0.538461538461538	Benign
1168242	Other	RECQL	8	5	5	0.625	0.625	Benign
1168245	[1, 5] mismatches	BCL10	4	0	4	0	1	Benign
1168265	Allele swapping	NBAS	10	3	9	0.3	0.9	Benign
1168273	Allele swapping	PGAP1	5	0	3	0	0.6	Benign
1168274	Allele swapping	TRIM2	11	0	8	0	0.727272727272727	Benign
1168277	Allele swapping	HARS1	10	1	6	0.1	0.6	Benign
1168326	Allele swapping	MAG	6	0	4	0	0.666666666666667	Benign
1168327	[1, 5] mismatches	SNAP25	13	2	8	0.153846153846154	0.615384615384615	Benign
1168329	Allele swapping	MORC2	11	1	8	0.0909090909090909	0.727272727272727	Benign
1168330	Allele swapping	MORC2	8	0	6	0	0.75	Benign
1168337	> 5 mismatches | Indels	KANK1	5	0	4	0	0.8	Benign
1168338	Allele swapping	JAK1	5	0	5	0	1	Benign
1168372	Allele swapping	DHTKD1	10	0	7	0	0.7	Benign
1168494	Allele swapping	VPS11	9	1	7	0.111111111111111	0.777777777777778	Benign
1168496	Allele swapping	VPS11	6	1	4	0.166666666666667	0.666666666666667	Benign
1168582	Allele swapping	TTLL5	8	2	5	0.25	0.625	Benign
1168651	Allele swapping	DHX38	9	0	7	0	0.777777777777778	Benign
1168652	Allele swapping	ADAMTS18	8	0	8	0	1	Benign
1168653	Allele swapping	ADAMTS18	9	0	5	0	0.555555555555556	Benign
1168733	Allele swapping	LAMA1	6	0	4	0	0.666666666666667	Benign
1168736	Allele swapping	LAMA1	10	1	6	0.1	0.6	Benign
1168805	> 5 mismatches | Indels	PRODH	4	4	1	1	0.25	Benign
1168806	Allele swapping	PRODH	9	9	2	1	0.222222222222222	Benign
1168854	Allele swapping	CYP19A1	12	3	7	0.25	0.583333333333333	Benign
1168875	Allele swapping	APOL1	8	0	5	0	0.625	Benign
1168881	Other	RECQL	8	5	5	0.625	0.625	Benign
1168923	Indels	HPS3	12	5	8	0.416666666666667	0.666666666666667	Benign
1168981	Allele swapping	GRM7	8	0	7	0	0.875	Benign
1168985	[1, 5] mismatches	JAGN1	8	0	5	0	0.625	Benign
1168986	Allele swapping	IL17RC	13	1	7	0.0769230769230769	0.538461538461538	Benign
1168989	Allele swapping	APPL1	5	0	5	0	1	Benign
1169096	Allele swapping	ASNS	6	0	5	0	0.833333333333333	Benign
1169104	Other	CP	9	4	5	0.444444444444444	0.555555555555556	Benign
1169183	Allele swapping	IDH3A	6	0	4	0	0.666666666666667	Benign
1169204	Allele swapping	OAT	7	1	6	0.142857142857143	0.857142857142857	Benign
1169347	Allele swapping	DDX58	9	0	7	0	0.777777777777778	Benign
1169467	Indels	CFL2	8	2	7	0.25	0.875	Benign
1169470	Allele swapping	STK4	5	1	5	0.2	1	Benign
1169471	[1, 5] mismatches	PIGT	13	0	8	0	0.615384615384615	Benign
1169472	Allele swapping	SLC13A3	5	0	3	0	0.6	Benign
1169475	Allele swapping	ICOSLG	9	9	4	1	0.444444444444444	Benign
1169493	[1, 5] mismatches	MYSM1	10	1	10	0.1	1	Benign
1169494	[1, 5] mismatches	MYSM1	10	0	10	0	1	Benign
1169497	Allele swapping	WARS2	4	1	3	0.25	0.75	Benign
1169512	Allele swapping	PRODH	8	8	6	1	0.75	Benign
1169513	Allele swapping	PRODH	10	10	3	1	0.3	Benign
1169547	Other	P3H2	4	4	1	1	0.25	Benign
1169850	[1, 5] mismatches	FAM20C	6	0	4	0	0.666666666666667	Benign
1169869	Allele swapping	KLF11	11	1	7	0.0909090909090909	0.636363636363636	Benign
1169870	[1, 5] mismatches	NBAS	11	3	9	0.272727272727273	0.818181818181818	Benign
1169872	[1, 5] mismatches	NBAS	13	2	8	0.153846153846154	0.615384615384615	Benign
1169873	[1, 5] mismatches	NBAS	11	1	8	0.0909090909090909	0.727272727272727	Benign
1169879	[1, 5] mismatches	APOB	10	10	7	1	0.7	Benign
